Study Hours per Week,Attendance Rate,Major,High School GPA,Extracurricular Activities,Part-Time Job,Library Usage per Week,Online Coursework Engagement,Sleep Hours per Night,College GPA
20.82,96.17,Arts,2.54,0,No,17.08,5.83,5.73,2.51
26.93,71.75,Arts,2.32,2,Yes,13.45,0.37,9.58,2
32.2,89.13,Engineering,2.91,2,No,19.97,8.96,5.84,3.02
31,79.55,Science,2.64,2,Yes,17.18,,,2.25
5.23,64.71,Business,2.75,2,Yes,9.89,2.92,,1.66
0.32,53.59,Engineering,2.47,0,No,17.67,7.32,4.4,1.65
26.41,57.9,Science,2.6,1,No,1.85,12.6,4.82,2.73
29.13,85.53,Business,2.77,3,Yes,17.22,5.51,6.67,2.64
9.34,55.93,Business,3.33,1,No,13.28,7.6,6.44,2.13
38.47,94.85,Arts,3.29,4,No,10.93,5.3,7.97,3.09
30.33,79.53,Engineering,3.85,0,No,12.62,9.2,,3.13
20.49,63.41,Business,3.98,0,Yes,9.67,6.5,7.1,2.57
3.88,69.42,Arts,3.97,0,No,4.14,4.91,5.26,2.11
23.98,91.23,Arts,3.86,0,No,5.65,6.46,6.26,2.91
4.81,,Engineering,3.18,4,No,7.68,11,4.84,2.49
27.5,74.26,Arts,2.27,3,No,16.64,6.73,5.87,2.45
16.9,86.44,Business,2.41,1,Yes,8,11.34,9.9,2.65
24.76,84.7,Business,3.96,1,Yes,1.48,1.46,8.24,2.55
39.7,55.57,Business,2.66,2,No,11.48,14.77,7.62,3.2
12.52,71.84,Engineering,2.68,4,Yes,8.12,,8.24,1.88
29.28,74.96,Business,3.06,4,Yes,8.32,3.11,8.94,2.45
24.65,60.93,Engineering,2.01,1,No,14.78,4.87,4.53,2.05
34.25,77.73,Arts,3.1,3,No,6.04,3.03,9.37,2.61
39.67,77.45,Arts,2.3,0,Yes,9.15,6.27,9.55,2.76
36.16,78.96,,2.89,2,No,17,7.71,7.42,2.93
3.44,69.3,Science,2.17,2,No,9.65,12.39,5.76,2.15
24.37,80.15,Science,2.37,3,No,14.77,6.65,,2.45
12.31,57.51,Arts,2.75,4,No,7.37,2.25,7.54,1.72
37.44,69.23,Engineering,3.05,0,No,7.61,6.93,7.18,2.85
14.69,,Business,3.26,0,No,14.1,4.02,6.14,2.08
27.67,97.22,Engineering,3.93,0,No,11.1,1.12,4.33,2.72
12.05,71.06,Business,2.21,0,Yes,3.19,3.04,5.59,1.77
19.66,52.85,Science,2.21,4,Yes,7.53,1.8,5.06,1.69
29.31,57.61,Arts,2,4,No,14.44,10.35,5.68,2.5
39.34,,Arts,2.56,0,No,17.78,12.38,7.51,3.24
37.64,91.47,Arts,3.6,0,No,18.68,11.6,4.13,3.53
27.64,83.35,Engineering,3.34,3,Yes,16.44,12.27,7.74,3.18
2.03,,Arts,3.64,0,No,9.4,7.71,6.05,2.41
4.51,80.81,Science,3.97,4,Yes,8.68,6.72,4.66,2.36
37.13,71.82,Arts,3.86,0,Yes,10.21,10.7,6.36,3.32
16.55,83.93,Arts,3.4,0,Yes,11.4,0.36,8.82,2.13
24.34,90.69,,2.05,3,No,5.37,12.58,9.97,2.87
34.36,94.27,Engineering,2.13,1,No,13.5,10.33,7.88,3.02
34.74,55.56,Science,3.98,4,No,14.36,0.24,9.83,2.44
15.46,89.03,Engineering,2.84,0,Yes,5.12,5.49,,2.35
23.47,91.08,Engineering,3.62,2,Yes,6.8,13.71,,3.32
27.54,51.51,,3.08,1,No,12.25,9.79,5.48,2.63
17.63,60.87,Business,3.87,3,No,13.32,5.73,6.65,2.4
22.47,86.98,Business,3.47,1,No,19.01,13.6,9.59,3.21
21.65,60.2,Science,3.16,1,No,3.86,9.39,5.11,2.56
31.47,71.62,Science,2.81,4,Yes,17.62,8.15,6.06,2.75
32.14,66.01,Business,2.94,1,Yes,10.62,5.37,6.52,2.56
37.29,74.9,Business,2.05,1,No,17.36,2.2,7.72,2.34
37.67,,Business,2.42,2,No,15.55,1.5,4.71,2.64
37.78,67.7,Science,3.93,1,No,19.39,6.1,6.9,3.01
0.65,78.05,Engineering,2.79,3,No,18.51,3.52,8.18,1.73
8.04,89.42,Arts,2.19,4,Yes,3.39,1.72,5.63,1.76
20.01,62.65,Arts,2.79,3,No,11.6,6.42,6.55,2.25
3.03,91.91,Science,2.25,1,No,0.57,10.81,4.56,2.28
39.88,94.59,Engineering,3.73,0,Yes,13.77,10.01,7.04,3.54
34.66,79.4,Science,3.76,4,Yes,10.83,9.99,4.34,3.27
1.93,50.9,Business,3.81,3,No,2.86,2.02,5.98,1.64
35.51,,Business,2.04,3,Yes,13.33,5.38,5.14,2.29
12.94,,Engineering,3.67,1,Yes,7.34,3.76,5.6,2.29
38.67,77.37,Science,2.76,4,No,1.89,12.36,7.66,3.25
13.29,66.65,Engineering,2.35,0,No,0.06,8.25,9.93,2.14
9.03,63,Arts,2.47,2,No,12.13,3.17,6.08,1.68
11.53,56.71,Science,2.94,4,No,15.8,1.53,7.99,1.69
23.45,93.52,Engineering,2.58,4,No,9.48,13.88,4.33,3.09
22.33,70.64,Business,3.74,1,No,7.28,5.57,6.79,2.57
21.31,62.48,Science,2.25,2,Yes,15.12,3.96,4.69,1.98
2.72,66.07,Engineering,3.15,1,No,0.13,14.2,9.73,2.46
28.51,94.27,Business,2.64,4,Yes,16.12,14.11,8.41,3.26
12.62,75.25,Arts,2.23,2,No,2.93,10.17,6.27,2.3
21.28,,Arts,2.44,2,No,5.87,1.78,5.88,2.19
26.41,78.42,Arts,3.23,2,Yes,12.28,3.39,8.06,2.48
33.57,72.06,Science,3.6,3,No,16.12,4.5,4.98,2.76
12.36,62.4,Business,3.21,1,Yes,2.94,2.32,9.12,1.89
19.08,68.47,,3.15,0,No,13.21,14.68,8.22,2.93
25.88,74.56,Arts,2.91,0,No,8.17,12.82,9.68,2.97
24.44,83.2,Science,2.97,2,No,5.13,10.89,4.48,2.91
33.11,,Arts,2.62,0,Yes,7.87,10.03,8.12,2.95
11.09,50.37,Business,3.1,3,No,7.69,3.91,6.89,1.82
2.57,55.02,Business,3.3,2,Yes,16.71,10.25,6.07,2.12
10.8,70.18,Engineering,3.01,1,Yes,10.74,6.76,,2.17
36.84,68.62,Arts,2.3,3,No,16.83,13.06,5.2,3.05
20.6,79.93,Business,3.58,0,Yes,3.32,2.42,4.95,2.37
5.31,77.29,Science,3.65,4,No,16.75,14.73,9.37,2.8
37.49,88.18,Business,3.68,3,Yes,6.22,4.65,8.44,3.05
0.73,99.43,Business,2.55,1,No,14.33,5.96,5.07,2.05
15.83,52.95,Engineering,3.54,2,Yes,9.98,14.55,9.67,2.78
13.75,82.25,Science,3.41,1,No,11.97,8.74,4.25,2.6
33.72,81.74,Arts,2.69,4,Yes,12.85,5.13,4.77,2.67
13.24,91.4,Arts,3.63,4,No,12.8,7.65,9.54,2.66
24.17,53.73,Business,3.22,2,No,18.67,12.77,4.06,2.8
18.25,84.52,Engineering,3.3,2,Yes,13.61,1.96,8.32,2.26
11.05,99.05,Science,2.69,2,No,11.52,5.3,7.8,2.29
39.79,63.98,Science,2.46,4,No,5.41,2.02,8.48,2.38
16.97,65.74,Engineering,3.74,1,Yes,16.68,5.57,4.35,2.39
14.76,91.58,Business,2.4,4,Yes,5.83,4.41,5.4,2.18
24.7,84.95,Business,3.03,4,Yes,9.28,2.09,7.21,2.36
12.6,62.17,Arts,2.04,3,No,7.72,11.13,8.29,2.19
20.23,76.51,Business,2.55,1,Yes,10.34,12.73,8.68,2.76
18.75,51.62,Business,2.02,0,Yes,19.37,1.91,8.29,1.62
27.29,71.58,Science,2.11,4,No,0.87,7.24,,2.41
18.41,62.71,Arts,2.69,4,No,10.47,13.29,5.04,2.65
10.64,96.03,Business,3.1,3,Yes,4.1,11.15,7.5,2.74
36.8,51.67,Arts,3.59,1,Yes,2.54,0.04,7.48,2.34
10.1,92.19,Engineering,3.61,4,No,10,4.99,8.01,2.41
29.42,98.07,Engineering,2.12,2,No,10.73,4.04,8.37,2.52
3.76,78.92,Business,3.94,2,No,13.97,6.38,4.54,2.29
18.82,57.57,Science,3.51,2,Yes,5.67,7.9,4.46,2.45
22.83,61.04,,3.97,1,Yes,0.28,7.04,5.7,2.64
17.61,66.94,Business,2.16,0,Yes,8.47,9.67,,2.29
34.59,64.12,Engineering,2.17,0,Yes,5.94,9.67,4.45,2.69
28.37,96.91,Arts,3.01,2,No,18.94,6.35,6.11,2.85
34.87,95.05,,2.8,2,Yes,8.99,12.71,9.06,3.37
30.97,78.33,Arts,3.93,3,Yes,16.05,5.27,4.87,2.89
6.96,85.75,Science,2.61,4,No,19.43,10.42,9.68,2.38
33.14,52.87,Science,2.71,1,Yes,1.4,6.67,5.92,2.48
15.33,,Business,2.03,2,No,13.39,1.46,7.22,1.78
2.77,51.76,Arts,3.83,0,Yes,16.43,3.54,4.71,1.78
5.23,56.59,Engineering,3.48,3,Yes,0.18,5.29,4.14,1.92
39.92,65.94,Science,2.48,1,No,1.69,6.73,8.58,2.73
6.66,50.78,Engineering,2.93,3,No,12.54,12.52,9.5,2.24
13.12,74.13,Arts,2.25,3,No,11.08,3.72,6.35,1.88
7.89,52.65,Engineering,2.28,3,No,1.94,4.96,4.21,1.62
25.56,64.68,Science,3.37,2,No,19.37,10.54,7.52,2.83
9.44,91.55,Business,2.84,3,No,5.67,1.46,8.95,1.96
10.59,61.21,Business,3.18,4,Yes,17.52,10.47,6.1,2.37
39.24,69.75,Science,2.03,2,Yes,14.09,10.46,,2.88
12.89,77.78,Science,2.91,1,Yes,17.59,8.82,6.11,2.42
35.02,81.04,Business,2.49,1,No,11.99,0.24,9.37,2.32
37.11,96.6,Engineering,3.18,0,Yes,17.68,13.48,7.64,3.59
0.64,72.52,Science,2.51,1,Yes,14.01,10.2,,2.05
36.24,99.64,Business,2.12,2,No,9.21,8.82,6.88,3.02
25.43,58.59,Engineering,2.48,4,Yes,4.59,6.19,9.3,2.25
3.79,73.68,Science,2.04,1,No,18.72,6.25,8.18,1.76
30.48,70.97,Science,2.37,2,Yes,16.01,8.68,8.49,2.64
10.8,67.72,Science,3.43,4,No,10.56,10.65,4.51,2.51
0.22,80.44,Business,3.71,2,No,4.89,8.34,9.83,2.29
31.54,70.66,Business,3.58,2,Yes,3.94,2.49,8.39,2.56
25.36,70.31,Business,2.42,0,No,7.17,7.96,9.15,2.47
3.1,96.99,Engineering,3.3,1,Yes,8.25,10.93,8.55,2.6
1.57,97.28,,2.25,2,Yes,16.25,4.94,8.35,1.9
25.96,52.97,Science,2.35,4,No,2.77,13.26,7.48,2.65
4.56,61.04,Engineering,3.33,0,No,10.99,7.71,5.35,2.07
29.21,,Science,2.89,0,Yes,5.47,0.09,4.53,2.32
37.78,62.97,Engineering,2.92,1,No,4.85,7.54,7.92,2.81
39.1,76.44,Engineering,2.66,3,Yes,1.96,12.01,5.27,3.21
38.61,63.67,Science,2.69,1,No,3.05,11.17,5.84,3.02
10.56,69.17,Business,2.9,1,No,19.37,1.52,6.52,1.78
7.54,68.67,Science,3.74,2,Yes,1.82,12.62,5.49,2.65
1.58,75.39,,2.3,4,No,2.37,13.77,8.66,2.29
30.93,65.69,Business,3.06,0,No,7.07,4.7,4.55,2.51
8.31,79.39,Business,2.01,4,No,18.88,5.26,7.49,1.85
19.42,83.68,Engineering,3.41,3,Yes,11.53,2.49,6.03,2.34
26.45,79.28,Business,3.65,0,No,4.54,6.81,8.33,2.82
14.57,98.99,Engineering,3.67,0,Yes,18.44,7.31,6.83,2.76
0.51,60.76,Arts,3.39,1,Yes,8.9,1.37,5.33,1.56
30.9,67.98,Business,2.59,2,No,13.35,6.55,5.77,2.54
16.05,67.21,Science,2.17,3,No,9.46,12.07,4.38,2.42
25.28,91.43,Arts,2.59,4,Yes,0.1,8.16,4.05,2.74
16.19,,Engineering,3.71,2,Yes,1.02,13.21,5.37,2.85
30.69,66.73,Science,2.46,4,Yes,10.97,1.93,4.38,2.18
22.26,85.95,Arts,3.41,2,Yes,1.62,13.15,6.12,3.15
5.04,59.4,Science,2.8,3,Yes,16.8,0.07,7.84,1.42
27.16,69.37,Engineering,2.22,2,Yes,16.64,3.98,8.12,2.19
34.31,93.31,Engineering,2.38,0,No,12.64,3.97,,2.65
2.98,79.27,Arts,3.59,3,No,0.6,1.28,6.97,1.85
0.91,82.46,Business,3.92,4,Yes,11.74,11.81,5.86,2.61
39.99,61.8,Engineering,3.07,1,No,14.94,13.04,6.05,3.25
7.65,50.29,Science,3.34,2,No,1.14,,8.99,2.01
6.47,51.11,Arts,3.08,3,Yes,0.42,7.53,7.89,1.94
5.11,,Business,2.46,3,Yes,0.11,13.28,8.31,2.26
4.68,97.88,Science,3.7,4,No,0.04,7.36,4.02,2.51
16.78,,Engineering,3.74,2,Yes,4.23,2.88,9.57,2.26
35.45,65.21,Business,2.53,1,No,11.23,10.74,5.77,2.89
4.3,62.17,Science,2.87,3,No,0.3,8.6,5.58,2.02
6.51,99.63,Science,2.04,3,Yes,5.38,9.46,8.79,2.3
4.52,61.13,Arts,2.97,0,Yes,15.71,6.81,7.47,1.92
31.42,56.95,Business,3.85,4,Yes,8.19,13.16,8.94,3.19
24.94,76.13,Arts,2.2,3,Yes,17.3,2.06,6.08,2.07
29.28,66.07,Arts,2.44,0,No,9.87,6.7,8.7,2.45
38.7,82.41,Arts,3.53,3,Yes,10.52,9.98,4.38,3.34
30.82,,Science,2.31,3,No,8.01,8.43,,2.55
15.46,87.16,Business,3.56,2,Yes,17.62,5.12,8.28,2.49
36.36,79.39,Business,3.19,4,No,5.57,1.49,5.83,2.6
4.35,85.3,Science,3.33,4,Yes,5.27,9.51,6.72,2.43
17.79,88.16,Arts,3.06,4,No,18.78,14.66,8.81,3.07
25.72,58.89,Business,3.25,3,Yes,2.85,12.28,9.99,2.86
13.5,,Business,2.94,3,No,0.13,8.08,7.16,2.3
20.93,59.96,Engineering,3.34,4,No,13.81,14.64,4.39,2.93
37.94,81.95,,3.74,0,No,2.32,14.42,,3.66
24.91,96.94,Arts,2.21,0,Yes,10.67,14.08,8.69,3.08
25.55,58.09,Engineering,2.38,1,Yes,5.2,3.65,4.2,2.06
9.34,,Science,2.15,0,No,6.52,8.48,4.67,2.03
11.99,75.76,Business,3.15,3,Yes,14.8,5.78,9.71,2.23
39.29,82.72,Business,3.93,1,Yes,17.93,6.02,9.37,3.19
25.31,58.29,,3.55,3,Yes,4.54,12.78,8.39,2.96
30.77,77.46,Business,2.54,2,Yes,17.64,0.27,4.02,2.2
14.63,,Arts,2.79,0,No,15.61,13.61,6.68,2.55
34.86,63.13,Arts,2.7,4,Yes,2.02,,8.86,2.32
20.12,67.39,Arts,2.25,4,Yes,14.86,1.58,7.42,1.84
26.37,82,Business,3.8,2,No,1.64,14.83,4.97,3.42
29.94,,Engineering,2.71,2,Yes,4.12,7.11,8.1,2.54
28.4,87.1,Engineering,3.56,3,No,17.51,7.84,6.43,2.99
21.9,99.43,Engineering,3.3,4,No,5.71,1.43,4.44,2.46
38.55,64.68,Engineering,3.07,1,Yes,5.96,9.86,5.09,3.04
37.24,66.89,Arts,2.04,0,Yes,6.39,2.17,7.84,2.25
35.21,70.89,Engineering,2.68,4,Yes,19.74,5.79,9.73,2.65
13.24,93.93,Engineering,3.03,4,Yes,6.29,2.01,7.41,2.16
19.07,,Science,2.17,0,No,5.88,10.96,,2.39
7.97,71.49,Engineering,2.38,0,Yes,18.95,14.35,4.24,2.47
1.95,57.2,Arts,2.07,0,No,4.48,13.57,4.91,2.04
38.28,68.26,Engineering,2.65,3,No,16.99,9.97,9.16,2.97
22.44,90.41,Science,3.12,2,Yes,5.89,4.12,9.43,2.52
32.76,78.38,Science,3.5,4,No,3.52,7.76,8.35,3
30.19,76.74,Engineering,3.14,0,No,0.52,4.83,7.71,2.63
37.28,92.18,,2.2,2,No,8.07,9.36,4.48,3.03
15.18,54.65,Science,2.69,0,No,12.89,13.39,5.55,2.49
34.81,86.29,Science,3.69,1,No,2.14,11.28,5.32,3.41
24.97,51.79,Arts,2.46,2,Yes,7.75,2.24,4.9,1.91
1.36,94.71,Science,3.41,2,No,13.31,0.66,,1.88
16.62,60.26,Business,2.58,0,No,17.24,7.51,7.06,2.16
35.93,79.79,Science,3,0,Yes,0.58,8.69,9.8,3.03
16.34,55.62,Arts,2.87,1,No,1.15,12.14,8.97,2.49
38.01,77.43,Engineering,3.62,3,Yes,14.98,7.58,8.84,3.13
27.71,59.79,Science,2.27,1,Yes,4.36,13.93,8.34,2.79
18.58,90.32,Science,3.44,1,No,10.14,4.93,6.56,2.56
4.29,65.37,Business,2.63,2,No,0.31,3.11,4.63,1.63
29.19,64.27,Engineering,2.9,0,No,10.19,7.22,5.58,2.58
10.12,,Business,2.07,0,No,11.44,6.56,7.96,1.9
6.17,61.17,Science,2.84,2,Yes,18.99,11.15,8.04,2.22
39.98,79.76,Science,2.01,4,Yes,11.04,4.38,9.59,2.59
21.11,93.8,Engineering,3.27,4,Yes,15.32,2.34,5.94,2.44
23.29,86.77,Business,2.3,3,Yes,13.2,9.52,7.09,2.66
21.23,89.18,Science,3.86,4,Yes,14.95,8.17,6.29,2.93
27.52,82.73,Business,3.26,4,Yes,0.31,0.17,5.67,2.34
39.28,65.08,Business,3.4,4,No,3.45,6.79,7.5,2.94
30.04,,Business,2.61,0,Yes,19,5.54,7.77,2.75
20.02,74.15,Science,2.36,3,No,8.71,0.82,8.59,1.89
21.98,,Business,2.01,4,No,5.8,8.52,4.95,2.51
5.72,60.8,Science,2.86,3,No,9.31,13.61,5.24,2.37
36.87,,,3.97,2,No,6.16,5.88,8.84,3.03
29.57,76.03,Arts,2.24,4,Yes,1,12.26,8.17,2.88
28.12,77.23,Business,3.38,2,No,17.92,6.64,8.42,2.76
0.85,,Science,2.59,4,No,17.19,2.17,6.39,1.78
38.36,87.57,Engineering,3.15,2,No,13.36,13.25,6.71,3.51
35.46,86.33,Arts,2.4,0,Yes,1.4,2.78,6.33,2.54
36.4,80.09,Arts,2.54,1,No,9.47,3.21,4.65,2.56
34.37,58.46,Arts,3.7,4,Yes,4.94,5.17,5.14,2.71
37.64,56.12,Science,3.19,4,No,3.27,1,7.54,2.37
11.82,,Science,2.61,2,No,15.14,1.01,6.41,1.61
11.33,68.49,Engineering,2.98,1,No,1,11.34,7.74,2.47
3.83,96.77,Engineering,3.48,2,Yes,17.39,2.74,8.98,2.12
12.36,91.08,Engineering,2.36,1,No,14.92,11.29,4.5,2.56
29.31,55.44,Arts,3.2,1,No,6.93,13.73,8.79,3
33.55,92.43,Arts,2.72,2,No,12.49,3.23,7.2,2.66
12.2,70.46,,4,3,No,8.86,12.34,9.9,2.83
23.71,82.14,Engineering,3.67,0,Yes,15.48,13.59,7.91,3.24
34.5,58.83,Business,2.99,1,Yes,16.2,7.6,7.63,2.7
36.66,58.19,Science,2.99,0,No,11.24,14.08,,3.18
19.42,91.46,Business,2.75,4,No,6.84,0.42,9.7,2.12
8.17,,Science,3.5,2,Yes,8.28,9.44,,2.43
39.04,88.87,Engineering,2.79,1,Yes,12.85,7.41,9.02,3.06
35.91,88.4,Science,2.35,1,No,1.66,10.03,9.09,3.04
20.07,97.26,Engineering,2.1,3,No,17.7,5.26,7.18,2.35
15.75,95.78,Business,3.63,4,Yes,5.1,10.51,5.72,2.96
12.41,82.56,Engineering,2.27,0,Yes,19.81,13.55,4.8,2.61
18.38,80.67,Arts,2.99,1,No,5.57,5.55,8.77,2.38
23.3,92.57,Engineering,3.58,4,No,12.03,14.31,9.81,3.36
0.45,86.49,Science,3.69,2,Yes,8.04,14.49,8.08,2.76
6.77,71.7,Arts,3.75,1,Yes,5.48,7.57,8.45,2.33
3.93,63.4,Engineering,2.02,1,Yes,13.77,0.1,8.44,1.24
21.17,67.64,Business,2.61,2,No,12.72,10.4,6.02,2.55
36.09,64.84,Arts,3.03,3,No,13.58,10.52,9.62,3.01
9.28,71.41,Business,3.63,2,No,3.24,6.15,6.1,2.26
34.92,99.3,Arts,3.51,4,Yes,11.7,0.3,,2.76
23.26,,Science,3.28,1,No,2.4,4.53,7.01,2.66
8.1,64.54,Science,2.22,1,Yes,3.65,10.88,4.79,2.13
17.82,60.65,Engineering,2.46,3,No,10.73,9.86,6.02,2.32
35.19,51.97,Science,4,2,No,2.28,7.7,,2.91
34.34,98.9,Arts,3.98,1,No,13.04,11.78,6.49,3.63
32.71,79.13,Arts,2.67,2,No,9.75,8.13,5.21,2.82
21.4,,Engineering,3.35,3,Yes,1.39,13.55,9.93,3.26
2.45,72.47,Arts,3.07,4,Yes,10,10.43,5.95,2.25
37.92,57.14,Engineering,2.47,1,Yes,6.79,3.6,8.66,2.38
15.76,99.62,Business,3.2,3,No,18.95,13.56,7.1,3.09
3.79,56.34,Engineering,3.24,1,No,6.52,9.13,4.03,2.08
36.58,53.63,Business,2.26,0,No,5.75,13.83,,2.94
38.38,56.72,Arts,2.02,2,No,1.97,11.47,6.23,2.8
20.15,87.12,Science,3.83,0,Yes,4.83,8.52,7.5,2.9
24.18,56.62,Engineering,3.29,4,Yes,1.63,11.5,8.46,2.76
0.86,78.56,Engineering,3.77,1,No,13.88,11.21,8.32,2.5
25.35,62.11,Science,3.75,1,No,16.32,6.76,9.12,2.64
34.36,68.94,Engineering,2.85,2,Yes,13.73,11.64,8.56,3.04
12.4,67.58,Science,2.89,2,No,8.15,13.01,7.16,2.58
23.33,73.22,Arts,3.47,3,Yes,6.49,9.72,9.95,2.83
33.33,64.07,Arts,2.61,1,Yes,6.32,14.49,8.82,3.09
34,93.53,Business,2.81,0,No,16.32,14.76,5.99,3.47
6.02,99.06,Science,2.93,3,Yes,15.62,14.23,6.41,2.82
8.3,75.82,Engineering,3.84,0,Yes,18.25,12.91,7.8,2.79
19.69,,Arts,2.66,4,Yes,3.71,7.54,7.53,2.4
20.63,79.77,Business,3.2,0,No,7.23,11.77,9.9,2.9
7.32,54.67,Engineering,3.12,2,No,17.08,1.48,7.73,1.61
9.46,,Science,2.8,2,Yes,8.69,2.11,4.04,1.73
11.09,87.71,Arts,2.27,0,No,13.32,6.72,9.92,2.17
32,79.7,Engineering,2.81,4,Yes,10.21,14.71,7.16,3.28
22.87,,Arts,3.68,4,No,12.05,2.32,8.65,2.56
15.45,66.9,Business,2.81,1,Yes,15.56,13.98,4.03,2.69
9.3,66.59,Science,2.65,0,No,9.37,11.23,5.05,2.31
35.67,73.18,Engineering,3.22,4,No,17.19,1.74,7.71,2.54
25.78,64.41,Science,2.27,0,No,13.86,12.01,5.36,2.66
31.84,,Engineering,2.42,3,Yes,4.75,10.32,4.33,2.73
1.43,70.04,Engineering,3.7,3,No,16.76,11.41,8.54,2.42
37.66,73.42,Business,3.14,4,No,6.45,6.53,8.47,2.9
0.09,81.74,Engineering,3.77,4,Yes,3.24,6.1,5.79,2.17
36.51,68.38,Arts,3.16,4,Yes,6.63,6.26,5.11,2.8
29.91,86.54,Business,2.07,2,No,15.44,,4.13,2.74
8.23,88.33,Business,2.66,2,Yes,14.68,1.66,4.33,1.86
20.93,95.6,Science,2.57,0,No,16.12,3.1,5.6,2.33
7.52,,Science,3.18,4,No,13.13,2.41,8.19,2.01
16.51,58.9,Science,2.5,4,Yes,4.87,3.12,6.17,1.83
8.45,54.51,Science,3.05,4,Yes,0.06,14,7.63,2.45
38.21,52.54,Arts,2.36,0,Yes,1.07,0.84,6.59,2.13
34.62,63.02,Science,2.73,2,No,15.24,13.8,9.34,3.1
6.71,66.86,Business,3.93,4,No,19.21,14.22,6.31,2.77
11.21,67.54,Business,2.62,4,Yes,13.2,9.8,9.6,2.26
30.73,50.38,Engineering,2.27,3,No,5.17,14.8,8.05,2.83
31.36,58.48,Engineering,2.11,2,Yes,15.71,10.08,8.9,2.57
25.39,52.63,Engineering,3.2,0,Yes,0.35,4.04,7.94,2.23
27.67,99.29,Arts,2.98,0,Yes,6.88,2.73,4.24,2.61
16.11,68.41,Science,2.06,4,No,14.26,13.44,5.32,2.5
31.32,84.67,Arts,2.42,4,No,14.02,5.5,9.72,2.6
38.93,79.45,Science,2.43,1,Yes,17.48,10.92,7.98,3.1
23.39,88.67,Arts,3.24,0,Yes,13.63,3.83,9.3,2.54
12.1,90.79,Business,3.11,3,Yes,19.36,9.09,4.62,2.59
28.55,69.75,Engineering,3.98,3,Yes,1.85,2.23,9.35,2.55
12.1,73.48,Business,3.57,3,No,5.26,6.37,9.92,2.35
36.4,,Business,2.97,0,Yes,6.07,14.93,7.31,3.15
2.27,83,Science,3.51,4,No,14.61,14.52,4.19,2.73
9.27,61.18,Engineering,3.71,2,Yes,9.75,4.14,8.46,2.05
5.05,68.58,Arts,3.53,2,No,3.8,2.87,8.65,1.89
17.37,76.49,Engineering,2.64,0,Yes,18.22,10.73,7.45,2.57
18.52,,Business,3.46,1,Yes,2.15,6.92,8.84,2.51
23.62,79.87,Engineering,2.74,0,Yes,2.59,2.26,7.31,2.22
3.84,97.97,Arts,2.5,1,Yes,19.59,6.09,4.52,2.11
26.96,87.56,Science,3.7,3,No,17.04,0.4,9.53,2.5
22.74,93.98,Science,3.9,0,No,13.42,2.26,,2.63
3.68,78.6,Engineering,2.99,3,No,16.56,11.71,9.44,2.41
1.12,96.29,Arts,3.84,0,Yes,1.42,7.42,9.16,2.45
18.59,88.27,Arts,2.65,2,No,18.83,11.7,4.89,2.79
8.37,82.4,Business,3.02,3,Yes,8.62,1.16,6.47,1.87
18.47,60.58,Business,2.69,3,No,0.92,0.11,5.86,1.75
11.44,63.19,Business,2.01,4,Yes,14.81,11.46,4.2,2.18
6.56,63.23,Engineering,3.32,3,No,11.68,6.35,7.03,2.05
17.16,62.37,Engineering,2.14,3,No,3.17,14.55,4.74,2.56
15.01,60.18,Engineering,2.46,4,No,8.64,4.96,5.7,1.92
6.1,86.46,Arts,3.83,0,No,16.36,4.81,5.34,2.3
13.55,75.55,Engineering,2.11,1,No,4.15,12.13,4.37,2.43
14,65.09,Engineering,2.78,1,No,17.31,2.82,8.36,1.88
13.7,85.76,,2.38,1,No,11.32,8.83,9.62,2.38
31.85,,Science,3.96,0,Yes,14.21,4.18,8.47,2.91
24.36,82.16,Science,3.28,1,Yes,0.72,0.56,8.88,2.29
7.74,87.34,Engineering,2.35,2,Yes,15.36,13.59,4.13,2.56
23.48,60.46,Arts,3.29,0,Yes,18.57,5.54,7.25,2.38
23.65,82.62,Business,3.41,3,Yes,12.14,11.85,6.57,3.06
0.53,75.71,Business,2.13,2,Yes,4.11,12.34,6.78,2.13
18.44,97.59,Engineering,3.25,4,Yes,13,10.22,8.67,2.93
26.85,64.99,Science,3.02,4,No,6.44,9.4,6.91,2.7
32.82,51.69,Business,2.57,2,Yes,16.49,2.75,9.27,2.16
15.57,64.76,Arts,2.7,3,Yes,3.53,6.08,6.98,2.12
33.56,81.8,Arts,2.82,2,No,2.93,7.68,9.89,2.87
37.02,,Arts,3,1,Yes,7.31,13.34,,3.5
6.02,56.39,Engineering,3.62,1,No,7.92,7.82,8.36,2.14
6.45,65.04,Arts,2.45,1,Yes,9.59,7.28,,1.91
30.5,99.85,Business,3.78,0,No,19.76,5.76,4.31,3.09
7.96,94.92,Engineering,2.23,3,Yes,9.77,12.97,7.41,2.57
27.62,57.36,Business,2.26,1,Yes,8.3,14,8.43,2.76
27.99,60.46,Science,2.38,4,Yes,4.05,1.72,8.66,2.01
9.95,67.5,Arts,2.32,1,No,19.26,5.76,6.72,1.89
2.14,57.73,,3.51,4,Yes,17.15,14.32,9.33,2.46
29.84,96.68,Business,2.66,3,Yes,6.84,6.35,9.45,2.8
9.77,74.53,Engineering,2.52,1,Yes,1.97,3.71,8.36,1.87
33.23,50.13,Science,2.72,1,No,1.8,12.07,9.14,2.82
1.93,51.72,Arts,2.4,1,Yes,15.98,6.19,6.61,1.58
